,geneSymbol,Pax6_KO_3,Pax6_KO_4,Pax6_KO_5,Pax6_KO_6,Pax6_WT_3,Pax6_WT_4,Pax6_WT_5,Pax6_WT_6,Tbr2_KO_3,Tbr2_KO_4,Tbr2_KO_5,Tbr2_KO_6,Tbr2_WT_3,Tbr2_WT_4,Tbr2_WT_5,Tbr2_WT_6,neg_KO_3,neg_KO_4,neg_KO_5,neg_KO_6,neg_WT_3,neg_WT_4,neg_WT_5,neg_WT_6
ENSMUSG00000000088,Cox5a,19.5879889038417,18.3860400285589,13.7960026879314,14.8363715580502,15.8463810065352,19.0397911536152,16.2772985058067,19.8151265146477,9.39924943938471,8.99775503852328,16.5456203502338,14.3816669236253,13.1654784906227,13.8923301666454,14.6431417395077,15.7961463089619,12.7482195368496,16.102236946993,11.151276541942,15.7757261937238,18.8407421303357,15.7408176119334,12.9204774964824,18.2129676943676
ENSMUSG00000000093,Tbx2,0,0.0733997717709258,0.388929413277468,0.0288086506046316,0.354758213377544,0.14396528270067,0.175741566527117,0.0355723269445694,0.298100850945737,0.228293839918406,0.317739006407027,0.444424770222484,0.270178292246158,0.145252962653505,0.203180658789018,0.135400249364993,0.35377539737879,0.379067905678639,0.307131930768062,0.221458997547369,0.20604878035915,0.423585825522953,0.191584504535917,0.289198213664433
ENSMUSG00000000094,Tbx4,0,0,0,0,0,0,0,0,0,0.146038247023371,0.0307963336246526,0.0249382413350056,0.0261865891765675,0,0,0,0.0538828744022973,0.0336788254922755,0.0297682601631871,0,0,0,0.0680863876749225,0.0146824144543934
ENSMUSG00000000103,Zfy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000120,Ngfr,0.0380790795678422,0.102978360395193,1.09131983172304,0.0909403660119507,0.155537009299063,0,0.0924606674734947,0.112291286274819,0.235253994238808,0.408371702851144,0.577489344890141,2.04284433510429,0.103378513975051,0.397384454646601,0.0610839125088285,1.02580423395872,11.273998560229,13.1958935412634,6.81605045069061,4.2462659868933,13.529045722906,11.2382998462237,6.61893143979034,4.92200178941967
ENSMUSG00000000125,Wnt3,0,0,0.458471408499382,0.0339597422276964,0.0348491894697381,0.113137866292291,0,0.125798365573155,0.175701184253778,0.107645443893907,0.136200690061695,0.0551462670873564,0,0.03424494425108,0.0684314572514379,0,0.0893639414055006,0.223423313717611,0.164567381038686,0.0290062969623884,0.0485782105059999,0.0356660366743968,0.037640085253968,0.0974022592185802
ENSMUSG00000000126,Wnt9a,0.0394173950708273,0.0266494014660436,0.600139854141626,0.0313788426231283,0.0322006929435009,0.156809286594361,0.0239275653434712,0.0387459469813784,0,0.0994645195006478,0,0,0,0,0,0,0.0275241297450005,0,0.0608241831270648,0.026801853246112,0.0897726497545543,0.0988663822262944,0.0695589680031275,0.0149999674254707
ENSMUSG00000000127,Fer,9.93694029777605,10.881933569443,10.1177454100846,9.68504860459283,11.7597802171599,9.09360666913161,10.5044423216281,10.881854433572,6.01717955280699,6.00644839657713,6.36331349516861,7.54616247138768,6.38528271165766,6.94565957680327,6.21242561382259,7.15307860420146,11.3182661037013,9.66332100526174,11.6021472560811,11.4579967686475,12.8645396139995,12.6672042191156,9.16779387167623,9.36488896314926
ENSMUSG00000000131,Xpo6,25.0743274008803,21.9592800346287,23.7540886378275,19.5943648136579,23.1933796923539,24.2014176337152,22.7655773966892,21.373330947856,16.6174307824863,12.0001012822897,15.9290445098093,13.1965495089532,13.09444288589,16.9439828969197,13.7586344869155,14.619421418839,18.2461522789657,20.7645214013769,20.4740024264753,21.532548613114,20.4282101278687,19.424285868626,18.6596955531122,18.6045081944867
ENSMUSG00000000134,Tfe3,2.96135257659798,2.68226326471531,3.80698102943554,2.93269014620694,2.87060085180982,2.83715708800227,2.70934915062638,2.57664103635532,2.66503212247608,2.48489993375738,2.58990149233933,2.21630709694911,3.41394119158565,3.09381125110027,2.82978595528832,3.15962571322415,1.52366758447796,1.83049016886793,1.58514940699438,2.43748110057722,2.30731025794765,2.06125891512983,1.95030998268309,1.99682052055158
ENSMUSG00000000142,Axin2,9.48524559751763,10.215374798876,10.373311138401,7.47499197864208,12.1875704435853,10.4447867194275,10.633186668341,11.2212020237892,5.88946795602565,3.33763437898292,4.31812587345436,3.40430546503056,6.06569581748362,4.84024236735007,3.57451828809608,4.19091560066851,3.24508289949433,2.60038334315358,4.78076311876132,3.38679335567891,2.93099712237145,2.49066311320479,3.65889520340897,3.30420368533815
ENSMUSG00000000148,Brat1,3.54650022137254,3.07253495724522,4.10821248515841,3.05992721212548,3.67787257541509,3.63275270239894,3.59665113172487,3.33996458976556,2.14293456024166,1.60762608229968,1.88152689803791,1.60597996072203,2.10436091750573,2.79581510870316,1.39671494784307,2.09764985124018,2.65437468811751,2.57667814927865,3.14588699473699,2.75799701669438,2.70849271044555,2.85857021176268,2.62329281659958,2.61567565971677
ENSMUSG00000000149,Gna12,22.7023771489325,16.3095897241593,15.5502693147427,16.4824443977753,21.9036541430393,15.8928231755133,20.8697611827963,16.7650627431053,17.0343052510707,13.3765220104323,13.9201411353862,14.1772076884023,13.7397338463319,14.9248609724531,15.2818502053117,16.5857536605349,17.5423300528114,20.8562436711125,20.6277311356088,19.3282474817526,20.2093319346026,22.9630389635445,21.0479918886969,20.8451859963973
ENSMUSG00000000154,Slc22a18,0.0763798068630874,0,0,0.121606713728049,0.124791742501647,0,0,0,0.104861630338498,0,0,0,0.0518396913792236,0,0,0,0,0.0666715282300517,0,0,0.0869770521050382,0,0.067392841816767,0.0193771406904898
ENSMUSG00000000157,Itgb2l,0,0,0,0,0,0,0,0,0,0.0563892005139061,0,0,0,0,0.0358472688190434,0,0,0,0,0,0,0,0,0
ENSMUSG00000000159,Igsf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000167,Pih1d2,1.77261973382503,1.79765512847002,1.62934186660801,1.4111220581269,2.05779941972321,2.16502358425667,2.35028574381746,1.55901128867199,0.544363451060466,0.647403348665877,0.632972492419673,0.301510695984195,0.443245025614322,1.08595307748786,0.299317685752468,0.523598973548664,0.195437955039687,0.366468243687543,0.467879163382507,0.222027581299021,0.424960044127851,0.858013520735792,0.329273806587147,0.29585787154516
ENSMUSG00000000168,Dlat,6.98267133229715,9.95012073256069,8.53870938486075,12.2076863302818,10.1579610013359,11.2359609295548,10.547830060046,13.1202769091284,5.95468550323961,5.30289304317062,5.74495960216841,6.42274554824622,4.75743224213285,6.10120710808824,6.61297737302137,5.24522719588776,9.58285306338221,7.05629294622756,7.56309379399811,8.5096377745884,7.24807580790012,9.65508665339567,6.27956182847309,6.63277622227701
ENSMUSG00000000171,Sdhd,24.3680664006196,30.1234108150432,33.9689196805494,36.1998714244039,28.7355531072848,31.2318530385334,35.5878379109083,38.5853334404727,11.6182123671234,11.8348094244073,11.8817375881793,12.8507513303567,16.0544342122498,15.6328303547922,18.3999267924321,16.8612973158725,9.82489530156388,8.81089888455606,9.9904547843861,13.1027325774996,12.8876067461745,13.1275401995404,10.7954221203921,12.7391525993269
ENSMUSG00000000182,Fgf23,0.795714217253928,1.17374894130707,0.777430017940518,1.32446738871282,1.35915681179991,0.719429596296347,0.746489914819772,0.3555271706202,0.347592603762619,0.593236771007378,0.173216643865673,0.514313421490571,0.147288737248356,0.69682986890621,0.116039229606077,0.703693159268691,0.202045927058669,0.378858937704175,0.167434155702866,0.688603733400382,0.247122230732837,0.241915609284332,0.829741857296402,0.321154208853128
ENSMUSG00000000183,Fgf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000184,Ccnd2,174.423611834724,142.480686035973,180.971985079879,167.766583037706,134.742554182193,146.093650692577,136.144010671265,151.31615544058,87.3585301890191,56.9915689249387,67.9209977969775,61.8743051337472,77.594097436323,76.0883376583431,85.9740371678438,71.3233033040413,16.1043823148481,20.1517822409624,15.876200037995,20.7368820434321,13.0266633979439,20.1482264628198,12.246252245474,18.8230278830264
ENSMUSG00000000194,Gpr107,7.88476917804907,6.53558930535086,8.12947973620927,5.82772402635633,6.56687434970096,6.4179071304321,8.11724711525526,6.37679924724088,6.43338140467249,5.06300643066568,5.77160903671697,5.15436290780462,6.03889099305494,6.4530122344635,5.23410052346166,5.42048142396809,7.17982589083806,7.73310255788638,7.85403333025007,6.9303936216672,7.95676440219524,7.19243351556506,7.13803119826095,6.5506511382912
ENSMUSG00000000197,Nalcn,0.700826326247336,0.610973579275122,0.33034857168988,0.645994005912205,0.858774151526089,0.525808829892787,0.951604150023237,0.743274147229987,0.354480946296776,0.372303455142832,0.294415546472083,0.464902795844527,0.200276800651033,0.236879715567274,0.073961757732053,0.234612569820292,0.669662270119121,0.563451720656783,0.398421908477861,0.614468742566272,0.651050434435717,0.215871005389491,0.390546964692753,0.343894544822236
ENSMUSG00000000202,Btbd17,1.52342604426075,1.78155471564147,2.54439403894841,0.950531799711148,2.58992790219216,2.04745103181922,2.74930503706487,1.53794784594864,7.00937647765014,4.57143550623687,4.53526502376128,5.00320434600144,10.2278556206336,8.42831797039916,8.05786313952356,9.24307444362969,0.431257426676059,0.431283409473093,0.349438462806713,0.307956405403004,1.07838444834593,1.30810533253746,0.908227974907481,0.955766672457772
ENSMUSG00000000204,Slfn4,0,0,0,0,0.0540166826953462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838748493481013
ENSMUSG00000000214,Th,0,0,0,0,0.0453452228464105,0,0,0,0.152413097226345,0.175083219869742,0.088611108847245,0.107633196421769,0,0.222794941870394,0,0.207682446784037,0,0,0.0428265028828254,0,0,0,0,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,0,0.0296609352993845,0,0.0349248301880288,0,0,0,0,0.0903471820067905,0,0.140071321507781,0.113426892384292,0.0297761918386848,0.0352181372505256,0,0.0328292413371758,0.0306345128455723,0,0,0.0298306149970935,0,0,0,0
ENSMUSG00000000223,Drp2,2.65417373050458,2.54125863237606,2.7068556486144,2.27166971579391,2.50663175047152,2.55322785149908,1.89987050927123,2.36767045804494,3.32796216363888,3.58100761734283,3.37984090511568,3.62940195412248,3.0613601541114,3.38685821840156,2.31340410095987,3.70818429219644,12.9198129864205,12.3875902124151,12.4880339903922,10.9116853093998,13.2427621000203,11.7622944369435,10.2203415400573,9.15054601162405
ENSMUSG00000000244,Tspan32,0.18429846656009,0.467253462853541,0,0.293427435652792,0.112917247340851,0.33603694205284,0.111874810433168,0.226448836904861,0.158139291539273,0.0290657817255668,0.0367760992476979,0.0595610665592374,0,0.0369864636644389,0.110864727443165,0.0344776196767882,0,0,0.106645210128159,0.125313721146498,0,0.0770426466365483,0.365880660172349,0.0350666373310338
ENSMUSG00000000247,Lhx2,192.275531806073,158.953451907283,164.819027652405,150.852560900102,179.058737027957,201.950782282252,174.975972575509,165.6284629099,281.854456356418,241.309426226867,261.070958501937,233.168735986874,300.754347718489,306.588804172478,333.950838853072,361.61037920813,34.4986176602573,49.01852236252,50.0793412626892,53.0912560343241,53.9132989286552,67.0539350912916,69.8164375226392,77.2117171407005
ENSMUSG00000000248,Clec2g,0,0,0,0,0,0,0,0,0,0,0,0.0303343915523441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000253,Gmpr,0.350669450002095,0.284497672305053,1.13061842801505,0.167493587000097,1.14586966123906,0.372006495686891,0.085146835946997,0.413635245861065,0.577719767786874,0.575163817534679,0.671758400796004,0.362650812529574,0.618806877211962,1.01340142880481,0.787528667844981,1.15458564322226,1.46917949632988,2.14268251869215,0.919888561119716,1.38293838280753,1.19796826977383,1.5831831522619,0.990109265558146,1.01417738068247
ENSMUSG00000000263,Glra1,0.163074368091281,0.183752811682807,0.14604992259156,0.346181166834777,0.133218028345793,0.252287131007208,0.0659940886730867,0.0534321696358777,0.223884359057424,0.171456806864984,0,0.0702692284841376,0.258253574368908,0.0436360598659163,0.0435988323333519,0.0406761643908421,0.341611620252676,0.094897833885028,0.125818375495028,0.184803996388373,0.18569996957306,0.136340590899476,0.191849050938203,0.110322875579988
ENSMUSG00000000266,Mid2,0.646884437716461,0.415479736783022,0.651770729238399,0.83681425449909,0.554872625828741,0.503961289302719,0.697004611414532,0.778934880151519,0.288634416068526,0.193838745468803,0.245258600257755,0.156793736961463,0.362213392045071,0.337536808161742,0.0907977654386221,0.121015850184241,0.259728868891478,0.508195794672447,0.59891655596746,0.582799923734811,0.257822536015575,0.446190294644402,0.313924063261834,0.334376276566466
ENSMUSG00000000275,Trim25,1.52794126673315,1.2180314113584,1.5113992568686,1.32526802185345,0.85697269954989,0.650178975440941,1.20437491440253,1.30016422229032,0.453981243198181,0.215796001966669,0.236635088381433,0.250582950863055,0.634599266835202,0.237988674089709,0.164620825734168,0.460756177036202,0.0796209835949832,0.278690232358221,0.228735503405456,0.279113773064567,0.207753320148009,0.228798183129186,0.160974490429205,0.358702731628121
ENSMUSG00000000276,Dgke,3.94271706976006,3.77626816746439,3.7132703780075,4.7204487096718,3.93661629869389,4.56436490266597,4.82468957129309,5.33657855643854,5.44516551968647,3.74071447100548,4.65808958331065,5.08667273953954,4.89530605615385,5.40063227161303,4.17878199083736,5.18649952925901,7.75673754906232,6.69195491768476,6.72370478334978,7.19148655686936,7.91050429585147,6.80201967108993,5.90845667810135,6.45595176037131
ENSMUSG00000000278,Scpep1,16.0192895073156,12.4802946860922,10.8722803287854,12.7025954261137,15.3356375978418,15.0191191906129,14.4343579927506,15.1313177612056,7.98958613529005,4.10541345772965,5.89371626970832,6.0264324550657,8.45162487749725,7.53486756196867,5.72161385923181,6.18091484540441,7.5591865666912,6.2814944360569,5.60040769029086,3.10601143076318,8.33710507173358,5.44096699870589,4.03052258636529,4.88950774131069
ENSMUSG00000000282,Mnt,8.62136038253693,9.58675788636903,10.7184082229956,5.59890240737275,9.98520035328337,9.32645288797724,11.4309121199196,6.96916238929159,13.2768376473407,10.8595338744606,11.2955320938112,9.44017803585096,12.1070047498594,13.1586438820908,10.3041180694788,14.770221211214,12.9906754087413,10.2733519520596,15.5133939152441,16.217171755512,14.2741617415763,9.83987950212547,15.8144651429527,13.101568695289
ENSMUSG00000000290,Itgb2,0,0,0,0,0,0,0,0,0,0,0,0.0277899602818985,0.0291810582534424,0,0,0,0.0600444481789689,0.037530041120324,0,0.0292343936619616,0.048960214782587,0,0.113808226318354,0.0490841004843304
ENSMUSG00000000295,Hddc2,5.3849396350735,5.18288708563525,5.59307245119371,6.48968835170758,5.19331380949429,4.85967277259596,3.54122511953059,5.51376136367948,2.51566308496879,1.39184423907393,1.67151510881073,1.59526568238911,2.33501688818312,2.55163383410868,1.67964222004897,1.48309769863013,1.88008082368757,1.56682841378255,1.35604647543601,1.85617155038769,1.61818463084221,2.28234175068751,1.08884861041886,1.50369151936233
ENSMUSG00000000296,Tpd52l1,1.96778978344507,0.980285718016122,0.927557256343133,1.89627769780984,0.930668646328381,0.618016710820003,0.440082127228816,0.509018380035551,0.0710940335128414,0.0653349221423948,0.247999204398051,0.267766247136082,0.773217433058065,0.249417794434859,0.664546685099993,0.309999244954989,0.361593638204841,0.180807711916699,0.319627001783739,0.21126291110412,0.2358746259139,0.0865893676483384,0.18276385515581,0.197059556272266
ENSMUSG00000000301,Pemt,0.873140263626891,0.463818646523312,0.502706054851746,0.645428789068975,0.509487199662141,0.496214938281967,0.53002286615866,0.735657362173053,0.214059269155822,0.157375183183297,0.298683452445181,0.241867753175915,0.380962598909485,0.300391963449588,0.500226146638362,0.233346627470277,0.26129608722749,0.217759858363553,0.288712508027565,0.12721963325519,0.42612141306974,0.104285863888255,0.330173675592792,0.284799761745582
ENSMUSG00000000303,Cdh1,0.143441744852191,0.0581870512552202,0.0770801296755629,0.068513445841098,0.23435965633781,0.0951060550708041,0.0870735297643372,0.169197976608232,0.236316940430529,0.0904890100070115,0.137391776113831,0.055628525653927,0.253123670149449,0.115148063528992,0.023009965293553,0.214674816002389,0.100161595891022,0,0.0664026144392213,0.0585199187514036,0,0.0959411708005638,0.101251335584789,0.10189308873801
ENSMUSG00000000305,Cdh4,12.5967325358378,8.25835382003996,11.9654115138282,8.1032959650562,13.8839672899758,10.0031175950104,15.4697493793931,9.68416810715427,7.61136524187142,6.99479169915399,7.22533434927371,6.62635223051942,10.5727836888221,14.4895534529308,12.9172124934066,12.6769894864119,8.27557055056954,9.80561873369212,9.77497872448463,9.10896568628592,13.5371908003549,12.5681006685466,13.6967572397825,12.6468522973295
ENSMUSG00000000308,Ckmt1,0,0.0710864242631883,0.235419680245743,0,0,0,0.191478040933692,0,0.072176394599976,0.198988813351957,0.209812361092635,0.339803520754624,0.214087956224775,0.928455075063736,0.084332997798647,0.511418025205692,0.624067738244717,0.826021770427131,0.689547875743185,0.857917014002949,1.01772908003996,0.966983987912573,0.834958429624079,1.10032813932955
ENSMUSG00000000317,Bcl6b,0.635108670995997,0.572514272527834,0.505604751293036,1.01117666451363,0.807069370973274,0.84219109718628,0.663969028201368,0.658972813261405,0.290646325767475,0.311618942985157,0.478771610964383,0.319281909901844,0.311316931235166,0.453186118919374,0.0565999361402051,0.39604299881484,0.911597104888665,0.985569759606163,1.1161376621175,0.671754327716211,1.16519781930014,1.0029838073555,1.15189389161727,0.971217304686572
ENSMUSG00000000318,Clec10a,0,0,0.0405386355221369,0,0.0369769254256345,0,0,0,0,0,0.0361291240625883,0.0877698780065755,0.0307211417004161,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000320,Alox12,0.289102710824249,0.130304809028826,0.316459375315893,0.179001510317444,0.0262413970156461,0.191683518386522,0.0974967748205822,0.126301353734158,0.176403702248754,0.18237799686407,0.0512794764540727,0.124575214854865,0.0872074318624296,0.283650412161455,0.154586410652697,0.120186365776613,0.134581876995505,0.140197901467844,0.0247838072986535,0.13105023665553,0.219475998310584,0.161138891765647,0,0.130388945728319
ENSMUSG00000000325,Arvcf,23.2622815298526,17.674131918286,23.5225921604632,17.5102879312854,17.0512717756748,18.2130833922876,19.5634828038661,17.8270674958593,8.9164864331595,7.57575963523666,9.34086590921637,7.98646693573763,8.66348149703368,12.4765444857465,7.87923526576719,10.8202522450367,7.58692676327295,9.66250483121899,10.1320640249097,9.76249474362391,9.34933593114633,8.14491262919566,10.8662854554781,9.14760581562716
ENSMUSG00000000326,Comt,11.9715392543725,7.14772311453935,7.70480636921803,6.80723837687402,14.5214315305915,8.65906825949859,11.0422028534652,7.94695899295314,7.36404465852267,5.6886280670095,7.56995043851192,5.66103002917845,7.03480172113003,8.48690343496433,5.27900585272289,7.75610275193466,7.52708854960117,6.01660512298477,6.59751410524285,5.32098293361071,7.61296534029336,5.58942575693024,7.27060168102358,6.02821163243319
ENSMUSG00000000339,Rtca,9.77173997165414,8.30531431731957,8.62657851290274,9.1124826612514,10.3774954463949,8.70030191787716,11.0584679640513,12.8985257501009,4.88710974840348,4.88750396028722,8.30106982338249,7.17318002450867,5.77946380548923,9.80534760125338,8.45339615380821,6.68543052524206,6.48218144335488,7.9813621278718,9.26255249158505,9.15963314099319,6.83547100766765,6.94432911087389,7.57502711471718,7.91521153441428
ENSMUSG00000000340,Dbt,5.57368663431729,7.29429532075376,7.16681504251022,9.44451753444583,8.1958188458272,8.10373995384796,6.42845694707481,8.88339000386194,5.82106126157282,5.39974498367689,5.17971720180925,4.96640990431078,5.05289147167405,5.81657027608332,4.59819529744856,6.31576435011301,4.3923534015579,4.55247597099484,3.62455662383796,4.92677586196839,3.8988730262182,4.85967063298693,3.75866399872846,4.51474444317319
ENSMUSG00000000346,Dazap2,64.0292841171898,53.0546091832756,61.3351553520686,72.7674329362132,77.9020995265222,64.6090328622203,70.3632515283869,77.913876792778,42.5715822659609,33.3202735873463,39.4632921644694,43.057758373159,45.1155780697115,45.9769695879018,51.1828325040568,50.6555912983583,31.4123878853301,26.5967550118691,29.441086442916,35.9629791455869,30.1144467634478,38.8726985434599,25.1725181762096,33.4995849727576
ENSMUSG00000000355,Mcts1,10.2737889926585,12.705963038258,13.6148400998847,16.4237181870282,10.5080843084486,12.7929328009524,12.6251186454968,13.7113545529398,13.3021416848496,12.8568812924743,9.33377867093705,12.6331638157879,13.6623820109936,12.80678081898,11.3889807848256,12.2505939685172,11.7815539402059,9.98867658395566,11.2132924187205,9.54139151410536,10.3675981739616,11.6622264235164,7.66468098859668,9.09062952640747
ENSMUSG00000000359,Rem1,0,0,0,0,0.447479110055765,0,0,0,0,0.0383948730771865,0,0.0393390346847654,0,0,0,0.0455437202409521,0,0,0,0,0.207921951089688,0.101770620417852,0.161105151541566,0.0694826876985975
ENSMUSG00000000365,Rnf17,0.0764688276170071,0.120631507840562,0.0913143002165307,0.101457038745527,0.145760051993473,0.067601413503319,0.0154729730047428,0.275609524574805,0.104983846690874,0.0321598082184981,0.081381764302598,0.049425966655218,0.121100258066539,0.0204618198361154,0.0204443631027023,0.0953693287096861,0.053396170117195,0.0444994893159397,0.0589987487266896,0.0346633136970889,0.0290261413202128,0.106554709411854,0.0449809255016339,0.0387994495410972
ENSMUSG00000000374,Trappc10,10.2678487986053,9.68352564812459,11.1980672753848,9.51895341967141,10.1505029823021,10.2204418330055,12.2133251846263,11.0128062565243,9.81415951929944,6.78895590149118,8.17490140234405,7.35914262000695,7.55109596472041,9.89103617209521,9.11117135646492,9.08395123059491,10.1284326426263,11.8898263077646,11.5922723706556,10.3575464543177,11.0116256125439,9.9754965380337,10.8945975761832,11.210950297275
ENSMUSG00000000378,Ccm2,8.3399831992506,5.88051101138885,7.1487439924835,5.3284373284991,7.83648571325398,6.92986404806364,9.03884993230249,9.00715382440213,6.41294944360638,3.45478450415313,5.85688973943697,4.55770509539819,5.44178180928788,6.75240054591808,5.22505722531192,6.37472942711382,5.52366338531494,5.5927336891331,6.73841028010361,5.98716554453122,5.66565575471558,5.23705061151877,6.88495272465435,5.75717789573642
ENSMUSG00000000381,Wap,0.520716302344381,0.880117633734712,0.116588794026463,0.725417827030514,0.425381376225851,0.604187633185914,0.237068050679809,0.767769389886956,0.178722500914226,0.328489469660374,0.103907074064924,0.336567296747437,0.618476317982682,0.418005748080643,0,0.194825914364073,0.181801245875212,0.454530498012813,0.100438346046626,0.354060989905979,0.296481300627888,0.326514073840609,0.804034043341706,0.330257219308149
ENSMUSG00000000384,Tbrg4,15.6924958388329,12.1936297619246,11.2879150580167,11.1073716632335,11.1372578502768,13.4882927460595,14.1378764769049,11.2024533706233,8.67616504438153,4.43460784041504,6.68783713072421,6.44832343541112,6.91568973744272,6.64059131609931,7.60311260672997,7.65134500047996,5.5284106132053,6.41507816513538,7.34113002013523,7.58012392025982,7.51984389774371,6.20376740297158,7.80017442047084,6.92189108286306
ENSMUSG00000000385,Tmprss2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526906104879098
ENSMUSG00000000386,Mx1,0,0,0,0,0.0294010166782541,0,0,0,0,0,0,0,0.0244269308254268,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000392,Fap,0,0,0,0.0184493407086531,0,0,0.0140683265680706,0.0227808649772181,0,0,0,0.0149796818757249,0.0157295283980053,0,0,0,0.161829438221665,0.0404597970679014,0,0.0472748336928506,0.0527822591015385,0.0581289626335807,0.0408975281671514,0.0264579079262056
ENSMUSG00000000394,Gcg,0,0,0,0,0,0,0,0,0.180875784057771,0.387855036466465,0.280423910729434,0.113540774806364,1.13263132931768,0.493548955565097,1.54983051376148,0.525795238765691,0.0613305407771798,0.153335589691069,0.135531262135207,0.119442261655029,0,0.220298652229809,0.154994514379124,0.267388977560333
